junction	numReads	p_predicted	p_value
chr17|C17orf53:42232779|C17orf53:42231924|rev|+	1	0.892859352696457	0.018910734284993
chr17|CCDC144B:18485972|CCDC144B:18486837|rev|-	1	0.62113266668626	0.177636165202355
chr17|CEP112:63739186|CEP112:63746842|rev|-	1	0.739050662136033	0.104591644488834
chr17|CEP112:64049854|CEP112:64092750|rev|-	1	0.875181790057462	0.0265122262344687
chr17|DGKE:54925426|DGKE:54921380|rev|+	2	0.973557284304181	0.00122516316009322
chr17|EFCAB13:45492285|EFCAB13:45479498|rev|+	1	0.844993721240062	0.041472416287214
chr17|ERBB2:37866734|ERBB2:37864574|rev|+	4	0.999067066592092	7.46541606841248e-08
chr17|ERBB2:37866734|ERBB2:37866066|rev|+	1	0.767956359889088	0.0864988806536874
chr17|ERBB2:37882106|ERBB2:37880979|rev|+	2	0.9828064584753	0.000313648441956268
chr17|FOXK2:80526077|FOXK2:80521230|rev|+	1	0.888430727562585	0.0207212845298543
chr17|IFI35:41165679|STAT5A:40447637|rev|+	1	0.000204741928833941	0.349964538439437
chr17|LYRM9:26220343|KIAA0100:26969096|rev|-	1	0.000232265138444772	0.349964538439437
chr17|MED13:60087911|MED13:60140662|rev|-	1	0.805838523781538	0.0635036665968945
chr17|MED13:60111148|MED13:60112969|rev|-	1	0.88851466221167	0.020686359604319
chr17|MED1:37579580|MED1:37580991|rev|-	1	0.845046658568784	0.0414443739494878
chr17|MILR1:62463762|MILR1:62461569|rev|+	1	0.767955179770667	0.0864996126798449
chr17|MPRIP:17046983|MPRIP:17045941|rev|+	1	0.805838020296907	0.0635039635986447
chr17|MSL1:38289911|MSL1:38288287|rev|+	1	0.821930243090311	0.0541703340223242
chr17|MYO18A:27424241|MYO18A:27424917|rev|-	1	0.8443825952575	0.0417965495284639
chr17|MYO1D:31082510|MYO1D:31094770|rev|-	2	0.980065090223275	0.000510441345939468
chr17|NCOR1:16001681|NCOR1:16042500|rev|-	1	0.0957615193540207	0.348948776031706
chr17|NF1:29546136|NF1:29483001|rev|+	1	0.892137314723196	0.0192013926426903
chr17|NF1:29554624|NF1:29550462|rev|+	1	0.541368791309808	0.222541541248438
chr17|NF1:29592357|NF1:29579956|rev|+	1	0.746176345908238	0.100108253803016
chr17|NKIRAS2:40174658|NKIRAS2:40174417|rev|+	1	0.880912337710759	0.0239414476808134
chr17|NPLOC4:79571574|NPLOC4:79573840|rev|-	1	0.767956359889088	0.0864988806536874
chr17|NT5C3B:39985042|NT5C3B:39987142|rev|-	1	0.0518208763422527	0.349855010346289
chr17|NUFIP2:27613010|NUFIP2:27614734|dup|-	4	0.99369423201266	0.000231222844140332
chr17|PLEKHM1:43552466|PLEKHM1:43553092|dup|-	1	0.629805926562683	0.172467089060339
chr17|PPM1D:58711338|PPM1D:58700882|rev|+	1	0.79972361639051	0.0671311101225286
chr17|PRPSAP2:18769265|PRPSAP2:18768782|rev|+	1	0.787848265369513	0.0742802934415872
chr17|PSME3:40991397|PSME3:40989666|rev|+	1	0.0737922017875926	0.349554964598481
chr17|RNF213:78343667|RNF213:78343302|rev|+	1	0.798811581553715	0.0676754845032749
chr17|RPA1:1798389|RPA1:1782287|rev|+	1	0.888513926676039	0.0206866655573576
chr17|RPH3AL:131559|RPH3AL:177370|rev|-	1	0.798811581553715	0.0676754845032749
chr17|SCPEP1:55079542|SCPEP1:55074323|rev|+	1	0.823534954234507	0.0532587205915854
chr17|SLC38A10:79254409|SLC38A10:79258695|rev|-	1	0.805838020296907	0.0635039635986447
chr17|SPECC1:20109225|SPECC1:20107646|dup|+	5	0.990305577532706	0.00308594586470547
chr17|TBCD:80730383|TBCD:80721841|rev|+	1	0.739050112474992	0.104591990696537
chr17|TEX2:62289934|TEX2:62291602|dup|-	1	0.848516253076236	0.0396187981662525
chr17|TOP3A:18211665|TOP3A:18212255|rev|-	1	0.844382204580101	0.0417967569753604
chr17|UBE2G1:4186093|UBE2G1:4200109|rev|-	2	0.973803708436298	0.00119147607549336
chr17|VMP1:57816308|VMP1:57808782|rev|+	2	0.96909627294422	0.00192697869524622
chr17|WIPI1:66440634|WIPI1:66447038|rev|-	1	0.888513926676039	0.0206866655573576
chr17|YPEL2:57430887|YPEL2:57430576|dup|+	1	0.767956359889088	0.0864988806536874
chr17|ZNF207:30695033|ZNF207:30689933|rev|+	1	0.892137314723196	0.0192013926426903
chr17|ZNF652:47388674|ZNF652:47390207|rev|-	1	0.888430291558979	0.0207214660101055
chr17|ZZEF1:3924423|ZZEF1:3928412|rev|-	1	0.888430727562585	0.0207212845298543
chr18|ANKRD12:9221997|ANKRD12:9182380|rev|+	2	0.981268198322114	0.000416862478738745
chr18|ATP9B:76974038|ATP9B:76936813|rev|+	1	0.867951326456707	0.0298892155255775
chr18|CEP192:13019205|CEP192:12999420|rev|+	1	0.746175725349994	0.10010864377699
chr18|CEP192:13073184|CEP192:12999420|rev|+	2	0.971679244927208	0.00149935359894929
chr18|DYM:46889531|DYM:46906128|rev|-	1	0.746176345908238	0.100108253803016
chr18|EMILIN2:2892484|EMILIN2:2890559|dup|+	1	0.859094891685335	0.0342123358066977
chr18|ESCO1:19144164|ESCO1:19148055|rev|-	1	0.805838020296907	0.0635039635986447
chr18|MIB1:19359646|MIB1:19345733|rev|+	3	0.871663498303814	0.0714438623516473
chr18|MIB1:19359646|MIB1:19358064|rev|+	1	0.89213694213536	0.0192015430903627
chr18|PPP4R1:9557219|PPP4R1:9593872|rev|-	1	0.836143227767273	0.0462363196569877
chr18|PPP4R1:9583115|PPP4R1:9595100|rev|-	1	0.859094891685335	0.0342123358066977
chr18|PTPRM:8069992|PTPRM:8069684|dup|+	1	0.0777070721258993	0.349472020649131
chr18|PTPRM:8143777|PTPRM:8076453|rev|+	1	0.875181424180733	0.0265123934333984
chr18|RALBP1:9525849|RALBP1:9524592|rev|+	1	0.848516253076236	0.0396187981662525
chr18|RALBP1:9525849|RALBP1:9525718|dup|+	1	0.768841885650123	0.0859497931979224
chr18|TRAPPC8:29412047|TRAPPC8:29419420|rev|-	2	0.984569064267197	0.000216958543760771
chr18|TTC39C:21663045|TTC39C:21644104|rev|+	2	0.949875496012581	0.00686482141683075
chr18|TXNL1:54291519|TXNL1:54293688|rev|-	1	0.0367484945162949	0.349937050548893
chr18|ZCCHC2:60242783|ZCCHC2:60206914|rev|+	1	0.0249920522481839	0.34995937564376
chr18|ZNF236:74563895|ZNF236:74561482|rev|+	1	0.805838523781538	0.0635036665968945
chr18|ZNF236:74593468|ZNF236:74561482|rev|+	2	0.966778317833913	0.00236037524803132
chr18|ZNF407:72601994|ZNF407:72589153|rev|+	1	0.845047068993691	0.0414441565581097
chr19|AP3D1:2129089|AP3D1:2137090|rev|-	1	0.8443825952575	0.0417965495284639
chr19|ARHGAP33:36271974|UPK1A:36157715|rev|+	1	0.000204741928833941	0.349964538439437
chr19|BABAM1:17387718|BABAM1:17387304|rev|+	2	0.981268258654527	0.000416858073063239
chr19|CACTIN:3623686|CACTIN:3624160|dup|-	1	0.821930243090311	0.0541703340223242
chr19|CCDC9:47768203|CCDC9:47767860|rev|+	1	0.893028307286136	0.0188429799824873
chr19|CDC37:10506604|YIPF2:11034868|rev|-	1	0.000240782957213414	0.349964538439437
chr19|CIRBP:1272050|CIRBP:1271328|rev|+	1	0.0873371536372694	0.349223145703933
chr19|CNN1:11657784|CNN1:11657647|dup|+	1	0.824032739097902	0.052976707752808
chr19|DNM2:10909248|DNM2:10906048|rev|+	1	0.000693588573720023	0.349964538439436
chr19|GATAD2A:19603521|GATAD2A:19603115|rev|+	2	0.970434163870689	0.00169818127977541
chr19|HKR1:37838774|HKR1:37838092|rev|+	1	0.0337119814270708	0.349945414108086
chr19|HNRNPM:8528570|HNRNPM:8520289|rev|+	1	0.8443825952575	0.0417965495284639
chr19|HNRNPM:8532468|HNRNPM:8520289|rev|+	1	0.848516253076236	0.0396187981662525
chr19|KDM4B:5082515|KDM4B:5047487|rev|+	1	0.0717323856443662	0.349594644678687
chr19|LILRA2:55099027|TSEN34:54695212|rev|+	1	0.000150179441530352	0.349964538439437
chr19|MEIS3:47919909|MEIS3:47920607|rev|-	2	0.984487408672505	0.000220950137218354
chr19|MLL4:36218170|MLL4:36218057|dup|+	1	0.787848806082484	0.0742799651112418
chr19|MYH14:50753945|FCGRT:50016644|rev|+	1	0.000232265138444772	0.349964538439437
chr19|MYO9B:17273932|MYO9B:17273160|rev|+	1	0.892744063778009	0.018957023994918
chr19|PIP5K1C:3660964|PIP5K1C:3661999|rev|-	1	0.867951326456707	0.0298892155255775
chr19|POLD1:50902741|POLD1:50902108|rev|+	1	0.885298638242111	0.0220409576392666
chr19|RFX1:14079587|PRKACA:14218221|rev|-	1	0.00197522642120568	0.349964538436636
chr19|RGL3:11527288|RGL3:11527733|rev|-	2	0.984500339678137	0.000220314949550932
chr19|SAFB2:5604594|SAFB2:5604947|rev|-	2	0.975926158424554	0.000923188205296121
chr19|SHKBP1:41089623|SHKBP1:41089304|rev|+	2	0.968469695984859	0.00203951630666847
chr19|UBA2:34924317|UBA2:34921481|rev|+	1	0.798811581553715	0.0676754845032749
chr19|ZNF224:44602041|ZNF224:44600496|rev|+	1	0.787848806082484	0.0742799651112418
chr19|ZNF555:2841573|OAZ1:2271384|rev|+	1	9.78637874203948e-05	0.349964538439437
chr19|ZNF826P:20607592|ZNF626:20829211|rev|-	1	3.40201142132775e-05	0.349964538439437
chr1|ABCD3:94965170|ABCD3:94964158|rev|+	1	0.824032739097902	0.052976707752808
chr1|ABL2:179089325|ABL2:179091002|rev|-	1	0.848516253076236	0.0396187981662525
chr1|AHCTF1:247076534|AHCTF1:247081679|rev|-	1	0.787848806082484	0.0742799651112418
chr1|AKT3:243675626|AKT3:244006584|rev|-	1	0.821929288414322	0.0541708774786057
chr1|ARHGEF19:16528277|ARHGEF19:16529069|rev|-	1	0.664300907350296	0.151478182402311
chr1|ARID4B:235392546|ARID4B:235394504|rev|-	1	0.892137314723196	0.0192013926426903
chr1|ASH1L:155408118|ASH1L:155429689|rev|-	1	0.890738336757774	0.0197696182005479
chr1|ATAD3A:1455686|ATAD3B:1417925|rev|+	1	0.000101478911886361	0.349964538439437
chr1|CD46:207940540|CD46:207930359|rev|+	1	0.892744461159751	0.0189568643633974
chr1|CDC14A:100908552|CDC14A:100889778|rev|+	1	0.805836960309961	0.0635045888778049
chr1|CDC14A:100964818|CDC14A:100928207|rev|+	1	0.892087241880115	0.0192216158691013
chr1|CDC73:193111196|CDC73:193107215|rev|+	1	0.084520153361444	0.349302823367181
chr1|CEPT1:111717585|CEPT1:111690264|rev|+	1	0.867951702651684	0.0298890361375371
chr1|CHD1L:146747921|CHD1L:146726525|rev|+	1	0.767956359889088	0.0864988806536874
chr1|DAP3:155697529|DAP3:155679564|rev|+	1	0.859094891685335	0.0342123358066977
chr1|DDI2:15970145|DDI2:15953164|rev|+	1	0.767956359889088	0.0864988806536874
chr1|DISC1:231856670|ARV1:231131506|rev|+	1	0.0957615193540207	0.348948776031706
chr1|DNAH14:225161855|DNAH14:225140372|rev|+	1	0.867951702651684	0.0298890361375371
chr1|DNAH14:225418853|DNAH14:225355641|rev|+	1	0.821929773845827	0.0541706011430104
chr1|DPYD:98144651|DPYD:98187227|rev|-	1	0.821930243090311	0.0541703340223242
chr1|EFCAB2:245180628|EFCAB2:245165423|rev|+	1	0.798811581553715	0.0676754845032749
chr1|EIF4G3:21377359|EIF4G3:21437876|rev|-	1	0.768843580180475	0.0859487428635731
chr1|EPS15:51868107|EPS15:51913807|rev|-	1	0.875181790057462	0.0265122262344687
chr1|EPS15:51871577|EPS15:51874004|rev|-	1	0.848516253076236	0.0396187981662525
chr1|FAM20B:179033631|FAM20B:179012850|rev|+	1	0.805838020296907	0.0635039635986447
chr1|GABPB2:151076151|GABPB2:151062882|rev|+	1	0.88851466221167	0.020686359604319
chr1|GLMN:92733470|GLMN:92757094|rev|-	1	0.824032305963682	0.052976952978294
chr1|GNB1:1747195|GNB1:1770677|rev|-	1	0.859095283517591	0.0342121402699809
chr1|GON4L:155823067|GON4L:155823597|dup|-	2	0.974661377099799	0.00107835690071151
chr1|GPR137B:236343328|GPR137B:236332006|rev|+	1	0.892086414554071	0.0192219500783411
chr1|HIAT1:100527505|HIAT1:100524222|rev|+	1	0.844993721240062	0.041472416287214
chr1|HMCN1:186031732|HMCN1:186022957|rev|+	1	0.8443825952575	0.0417965495284639
chr1|HMGCL:24140680|HMGCL:24147083|rev|-	1	0.431625583913418	0.274660645759332
chr1|HORMAD1:150686561|HORMAD1:150689758|rev|-	1	0.848516253076236	0.0396187981662525
chr1|HP1BP3:21083659|HP1BP3:21100103|rev|-	1	0.844993721240062	0.041472416287214
chr1|HP1BP3:21097423|HP1BP3:21100103|rev|-	1	0.891118367229862	0.0196146035754827
chr1|INADL:62550320|INADL:62483528|rev|+	1	0.095273872170466	0.348966182631
chr1|IPP:46179918|IPP:46207004|rev|-	1	0.836144151544964	0.0462358148844057
chr1|KDM1A:23385660|KDM1A:23356962|rev|+	1	0.767956359889088	0.0864988806536874
chr1|KIAA0319L:35936464|KIAA0319L:35944813|rev|-	1	0.892859352696457	0.018910734284993
chr1|KIAA0319L:35944567|KIAA0319L:35944813|dup|-	1	0.893028307286136	0.0188429799824873
chr1|KIF26B:245530669|KIF26B:245530136|dup|+	1	0.885298278903322	0.0220411108577115
chr1|KIRREL:158058244|KIRREL:158054212|rev|+	1	0.79972361639051	0.0671311101225286
chr1|LOC255654:246681001|ZNF124:247323115|rev|-	1	0.00116437757704873	0.349964538439373
chr1|LPAR3:85331068|LPAR3:85331821|dup|-	1	0.888430727562585	0.0207212845298543
chr1|LPGAT1:211952260|LPGAT1:211966532|rev|-	1	0.805838523781538	0.0635036665968945
chr1|LYST:235850249|LYST:235897959|rev|-	1	0.000887136139874319	0.349964538439429
chr1|LYST:235937142|LYST:235940608|rev|-	1	0.893028307286136	0.0188429799824873
chr1|LYST:235963620|LYST:235964397|rev|-	1	0.746176345908238	0.100108253803016
chr1|LZIC:9991949|LZIC:9994918|rev|-	1	0.885298638242111	0.0220409576392666
chr1|MAN1A2:117948267|MAN1A2:117944808|rev|+	1	0.83614459033033	0.0462355751228964
chr1|MAN1A2:117963271|MAN1A2:117944808|rev|+	3	0.944324193886045	0.0198785435223674
chr1|MIER1:67425426|MIER1:67411833|rev|+	1	0.885298638242111	0.0220409576392666
chr1|MTR:236979843|MTR:236969444|rev|+	1	0.875181790057462	0.0265122262344687
chr1|NMNAT1:10041228|NMNAT1:10032076|rev|+	1	0.893027918789016	0.0188431356649789
chr1|NRD1:52293468|NRD1:52299842|rev|-	1	0.88851466221167	0.020686359604319
chr1|NUCKS1:205693054|NUCKS1:205698749|rev|-	1	0.875181790057462	0.0265122262344687
chr1|PADI4:17668897|SZRD1:16719726|rev|+	1	0.00121327308521638	0.34996453843935
chr1|PCNXL2:233313548|PCNXL2:233344435|rev|-	1	0.893023722742228	0.0188448171804387
chr1|PCNXL2:233353645|PCNXL2:233363117|rev|-	1	0.892859352696457	0.018910734284993
chr1|PHACTR4:28819603|PHACTR4:28818162|rev|+	1	0.797353130342305	0.0685477189505503
chr1|PKN2:89226059|PKN2:89206671|rev|+	1	0.848516253076236	0.0396187981662525
chr1|PKN2:89237562|PKN2:89236035|rev|+	1	0.0866263268158069	0.34924380490163
chr1|PRDM2:14068652|PRDM2:14057495|rev|+	1	0.890737970561939	0.0197697678072282
chr1|PRRC2C:171496983|PRRC2C:171492360|rev|+	1	0.79972361639051	0.0671311101225286
chr1|PRRC2C:171502100|PRRC2C:171492360|rev|+	1	0.845047068993691	0.0414441565581097
chr1|PRUNE:150998149|PRUNE:150997087|rev|+	1	0.889887422462978	0.0201184701426882
chr1|PRUNE:150999803|PRUNE:150997087|rev|+	1	0.00087767589360052	0.34996453843943
chr1|PTP4A2:32381496|PTP4A2:32385259|rev|-	1	0.885297907168071	0.0220412693623166
chr1|PTPN22:114372214|PTPN22:114377061|rev|-	1	0.875181790057462	0.0265122262344687
chr1|PTPRC:198691605|PTPRC:198673601|rev|+	1	0.77067130225827	0.0848167442245242
chr1|PTPRC:198721901|NEK7:198288542|rev|+	1	0.000232265138444772	0.349964538439437
chr1|PTPRU:29587415|PTPRU:29585017|rev|+	1	0.0932775203637398	0.34903545493022
chr1|RERE:8555123|RERE:8617582|rev|-	1	0.875179391432334	0.0265133223689697
chr1|RERE:8601273|RERE:8617582|rev|-	1	0.736887532880912	0.105954466588151
chr1|RNF19B:33413823|RNF19B:33415375|rev|-	2	0.968455138479811	0.00204217168245646
chr1|RNPC3:104093695|RNPC3:104070317|rev|+	1	0.787848806082484	0.0742799651112418
chr1|RPAP2:92811471|RPAP2:92798948|rev|+	1	0.880912337710759	0.0239414476808134
chr1|RPAP2:92846430|RPAP2:92798948|rev|+	1	0.318866363815058	0.314399899156075
chr1|SCNM1:151139890|SCNM1:151139410|rev|+	1	0.823534954234507	0.0532587205915854
chr1|SDCCAG8:243471479|SDCCAG8:243456393|rev|+	1	0.370012512440353	0.298208736269064
chr1|SETDB1:150931823|SETDB1:150902443|rev|+	1	0.0944561893022215	0.348994940643795
chr1|SIPA1L2:232596633|SIPA1L2:232607274|rev|-	1	0.892744461159751	0.0189568643633974
chr1|SNORD44:173835106|SNORD44:173835166|dup|-	2	0.945131591922435	0.00851423176994071
chr1|SNX27:151611595|SNX27:151611364|dup|+	1	0.859095283517591	0.0342121402699809
chr1|SPATA6:48821342|SPATA6:48825442|rev|-	2	0.963017541435566	0.0031620875039748
chr1|SRSF4:29481208|SRSF4:29481422|dup|-	1	0.805838523781538	0.0635036665968945
chr1|ST3GAL3:44303983|ST3GAL3:44290403|rev|+	1	0.886777511728047	0.0214138877201688
chr1|STX6:180953813|STX6:180974599|rev|-	1	0.0812189135213895	0.349388867073594
chr1|TMEM56:95616975|TMEM56:95609447|rev|+	1	0.83614459033033	0.0462355751228964
chr1|TP73:3614715|ARHGEF16:3379630|rev|+	1	0.000216066877745932	0.349964538439437
chr1|TPR:186304470|TPR:186306288|rev|-	1	0.746176345908238	0.100108253803016
chr1|TTC13:231090079|TTC13:231097049|rev|-	2	0.231384086065816	0.244253870711083
chr1|UBAP2L:154232505|UBAP2L:154231453|rev|+	1	0.867951326456707	0.0298892155255775
chr1|USP1:62907970|USP1:62907159|rev|+	1	0.88851466221167	0.020686359604319
chr1|USP33:78177432|USP33:78178966|rev|-	1	0.875181790057462	0.0265122262344687
chr1|USP33:78177432|USP33:78181553|rev|-	1	0.79972361639051	0.0671311101225286
chr1|USP48:22041882|USP48:22048257|rev|-	1	0.77067130225827	0.0848167442245242
chr1|USP48:22073560|USP48:22084276|rev|-	1	0.0287140064152394	0.349954967888753
chr1|VAMP3:7838229|VAMP3:7837220|rev|+	3	0.995159870901993	1.54751442624015e-05
chr1|VPS13D:12383837|VPS13D:12382593|rev|+	1	0.805838523781538	0.0635036665968945
chr1|WDR26:224592132|WDR26:224612356|rev|-	1	0.836143697622943	0.0462360629172586
chr1|WDR26:224599129|WDR26:224612356|rev|-	1	0.890738336757774	0.0197696182005479
chr1|YTHDF2:29070498|YTHDF2:29068915|dup|+	1	0.746176345908238	0.100108253803016
chr1|ZBTB41:197141290|ZBTB41:197161029|rev|-	1	0.845046658568784	0.0414443739494878
chr1|ZBTB8OS:33093109|ZBTB8OS:33100393|rev|-	1	0.00297545820235011	0.349964538395907
chr1|ZCCHC11:52954581|ZCCHC11:52962855|rev|-	1	0.892086414554071	0.0192219500783411
chr1|ZCCHC11:52981563|ZCCHC11:52992045|rev|-	1	0.83614459033033	0.0462355751228964
chr1|ZCCHC17:31811895|ZCCHC17:31810022|rev|+	1	0.892859352696457	0.018910734284993
chr1|ZMYM4:35859340|ZMYM4:35846860|rev|+	1	0.311832654112227	0.316382741207268
chr20|CBFA2T2:32211102|CBFA2T2:32207323|rev|+	1	0.892744461159751	0.0189568643633974
chr20|CHD6:40161689|CHD6:40179999|rev|-	2	0.951065594586429	0.00647550283373362
chr20|CPNE1:34241450|RBM12:34246936|rev|-	1	0.892859352696457	0.018910734284993
chr20|CSRP2BP:18123563|PET117:18122852|rev|+	1	0.859094486335637	0.0342125380894301
chr20|LSM14B:60706562|LSM14B:60699673|rev|+	1	0.891118783438253	0.0196144340715768
chr20|NFATC2:50048604|NFATC2:50052298|rev|-	1	0.0815636656350236	0.349380243674345
chr20|NFATC2:50090517|NFATC2:50092197|rev|-	1	0.0548598347981131	0.349828113477893
chr20|NFATC2:50133323|NFATC2:50140135|rev|-	1	0.891118783438253	0.0196144340715768
chr20|NFATC2:50133323|NFATC2:50140649|rev|-	1	0.806341309173532	0.0632072199419764
chr20|PHF20:34528969|ROMO1:34287555|rev|+	1	0.00112316005452295	0.349964538439388
chr20|POFUT1:30804524|POFUT1:30803072|rev|+	1	0.890738336757774	0.0197696182005479
chr20|RALGAPA2:20634174|RALGAPA2:20661445|rev|-	1	0.848515840276265	0.0396190138961999
chr20|SOGA1:35457457|SOGA1:35467844|rev|-	1	0.892859352696457	0.018910734284993
chr20|TASP1:13509080|TASP1:13561628|rev|-	1	0.767954558645855	0.086499997963169
chr20|TGIF2-C20orf24:35238133|TGIF2-C20orf24:35238004|dup|+	1	0.000216066877745932	0.349964538439437
chr20|TRPC4AP:33632308|NFS1:34278487|rev|-	1	0.000185058761768032	0.349964538439437
chr20|VAPB:57016139|VAPB:57014001|rev|+	2	0.00803951206975832	0.247462297667365
chr20|XRN2:21319726|XRN2:21306917|rev|+	1	0.880912337710759	0.0239414476808134
chr20|XRN2:21324846|XRN2:21319682|rev|+	1	0.880912337710759	0.0239414476808134
chr20|XRN2:21327188|XRN2:21321359|rev|+	1	0.541368791309808	0.222541541248438
chr20|XRN2:21349228|XRN2:21306917|rev|+	1	0.885298638242111	0.0220409576392666
chr21|BRWD1:40581921|BRWD1:40587288|rev|-	1	0.824032739097902	0.052976707752808
chr21|DOPEY2:37633030|DOPEY2:37619815|rev|+	1	0.890738336757774	0.0197696182005479
chr21|EVA1C:33867480|EVA1C:33825620|rev|+	1	0.886777511728047	0.0214138877201688
chr21|IFNGR2:34805178|IFNGR2:34799191|rev|+	1	0.867951326456707	0.0298892155255775
chr21|IFNGR2:34805178|IFNGR2:34804484|rev|+	1	0.892087241880115	0.0192216158691013
chr21|MORC3:37717005|MORC3:37711072|rev|+	1	0.767956359889088	0.0864988806536874
chr21|PKNOX1:44448984|PKNOX1:44424436|rev|+	1	0.848516253076236	0.0396187981662525
chr21|SCAF4:33073308|SCAF4:33078670|rev|-	1	0.0777070721258993	0.349472020649131
chr21|SYNJ1:34066538|SYNJ1:34067592|rev|-	1	0.767955779833946	0.0864992404611639
chr21|TMPRSS2:42843733|TMPRSS2:42870116|rev|-	1	0.892137314723196	0.0192013926426903
chr21|TTC3:38534365|TTC3:38480692|rev|+	1	0.0408326301401782	0.34992208850213
chr21|USP25:17138460|USP25:17135210|rev|+	1	0.892744063778009	0.018957023994918
chr22|ADRBK2:26086250|ADRBK2:26074783|rev|+	1	0.787848806082484	0.0742799651112418
chr22|ADRBK2:26091181|ADRBK2:26074783|rev|+	1	0.746176345908238	0.100108253803016
chr22|ATXN10:46136418|ATXN10:46085592|rev|+	1	0.889887422462978	0.0201184701426882
chr22|ATXN10:46136418|ATXN10:46096162|rev|+	1	0.83614459033033	0.0462355751228964
chr22|ATXN10:46136418|ATXN10:46125305|rev|+	1	0.767955779833946	0.0864992404611639
chr22|CABIN1:24494155|MIF:24236565|rev|+	1	0.000129510629409559	0.349964538439437
chr22|CECR2:17984048|CECR2:17979663|rev|+	1	0.83614459033033	0.0462355751228964
chr22|CELSR1:46829290|CELSR1:46835308|rev|-	1	0.892137314723196	0.0192013926426903
chr22|EFCAB6:44022327|EFCAB6:44031096|rev|-	1	0.787848806082484	0.0742799651112418
chr22|FBLN1:45931217|FBLN1:45927145|rev|+	1	0.875181790057462	0.0265122262344687
chr22|HPS4:26853825|HPS4:26854543|rev|-	1	0.787847706005032	0.0742806330977042
chr22|KIAA1671:25573489|SPECC1L:24808616|rev|+	1	9.07834527936377e-05	0.349964538439437
chr22|MTMR3:30394846|MTMR3:30366965|rev|+	1	0.798811581553715	0.0676754845032749
chr22|MYH9:36737415|MYH9:36745300|rev|-	1	0.888513539543663	0.0206868265894664
chr22|NF2:30057328|NF2:30050646|rev|+	1	0.805838523781538	0.0635036665968945
chr22|PRR5-ARHGAP8:45221473|PRR5-ARHGAP8:45182337|rev|+	1	0.805838020296907	0.0635039635986447
chr22|PRR5-ARHGAP8:45221473|PRR5-ARHGAP8:45197957|rev|+	1	0.83614459033033	0.0462355751228964
chr22|SREBF2:42271728|SREBF2:42269802|rev|+	1	0.89213694213536	0.0192015430903627
chr22|TBC1D22A:47290742|TBC1D22A:47274549|rev|+	1	0.88851466221167	0.020686359604319
chr22|TMEM184B:38641941|TMEM184B:38644025|rev|-	1	0.892859352696457	0.018910734284993
chr22|TNRC6B:40697337|TNRC6B:40669429|rev|+	1	0.892858579283771	0.0189110446657975
chr22|TPTEP1:17119630|TPTEP1:17117930|rev|+	1	0.571454696371693	0.206211629591327
chr22|TTC38:46668313|RIBC2:45813482|rev|+	1	0.000214190008808645	0.349964538439437
chr22|XPNPEP3:41278181|XPNPEP3:41277774|dup|+	2	0.965070095705461	0.00270954823689938
chr22|XRCC6:42043086|XRCC6:42024122|rev|+	1	0.83614459033033	0.0462355751228964
chr22|ZC3H7B:41739580|ZC3H7B:41738533|rev|+	1	0.867951702651684	0.0298890361375371
chr2|ABI2:204267457|ABI2:204244931|rev|+	1	0.888513926676039	0.0206866655573576
chr2|ADAM17:9650108|ADAM17:9676957|rev|-	1	0.875181424180733	0.0265123934333984
chr2|AFTPH:64812679|AFTPH:64800080|rev|+	1	0.859095283517591	0.0342121402699809
chr2|ANKMY1:241420354|ANKMY1:241465266|rev|-	1	0.746176345908238	0.100108253803016
chr2|ARPC2:219104207|ARPC2:219103387|rev|+	1	0.805838523781538	0.0635036665968945
chr2|ASAP2:9491024|ASAP2:9484661|rev|+	1	0.00325231854450231	0.349964538362131
chr2|BARD1:215645284|BARD1:215661841|rev|-	1	0.767956359889088	0.0864988806536874
chr2|BARD1:215657021|BARD1:215661841|rev|-	1	0.8443825952575	0.0417965495284639
chr2|BCS1L:219524941|CTDSP1:219266837|rev|+	1	0.00114708852105245	0.34996453843938
chr2|BIRC6:32836649|BIRC6:32820101|rev|+	1	0.88851466221167	0.020686359604319
chr2|C2orf42:70406664|C2orf42:70409129|rev|-	1	0.893027100886087	0.0188434634250077
chr2|CALCRL:188243667|CALCRL:188250358|rev|-	1	0.892858972546793	0.0189108868438553
chr2|CCDC148:159107284|CCDC148:159201830|rev|-	1	0.848516253076236	0.0396187981662525
chr2|CCDC148:159165945|CCDC148:159201830|rev|-	1	0.89213694213536	0.0192015430903627
chr2|CCNT2:135696632|CCNT2:135694411|rev|+	1	0.859095283517591	0.0342121402699809
chr2|CLIP4:29368233|CLIP4:29356521|rev|+	1	0.859094891685335	0.0342123358066977
chr2|CLK1:201721405|CLK1:201721708|rev|-	2	0.936486759800531	0.0118883842833749
chr2|COBLL1:165548731|COBLL1:165552343|rev|-	1	0.875178938835115	0.0265135292007286
chr2|COL3A1:189859825|COL3A1:189856395|rev|+	1	8.56893415400431e-05	0.349964538439437
chr2|COL3A1:189862115|COL3A1:189858764|rev|+	1	0.00121327308521638	0.34996453843935
chr2|COL3A1:189871178|COL3A1:189859772|rev|+	1	0.000500000054767164	0.349964538439437
chr2|CYP20A1:204157049|CYP20A1:204154488|rev|+	2	0.97066414009653	0.00166043223737572
chr2|EHBP1:63223901|EHBP1:63206323|rev|+	1	0.880912337710759	0.0239414476808134
